algorithm,runs,sign_ops_per_s__n,sign_ops_per_s__mean,sign_ops_per_s__sd,sign_ops_per_s__ci95,sign_ops_per_s__cv_pct,verify_ops_per_s__n,verify_ops_per_s__mean,verify_ops_per_s__sd,verify_ops_per_s__ci95,verify_ops_per_s__cv_pct,sign_dyn_pkg_mj_per_op__n,sign_dyn_pkg_mj_per_op__mean,sign_dyn_pkg_mj_per_op__sd,sign_dyn_pkg_mj_per_op__ci95,sign_dyn_pkg_mj_per_op__cv_pct,verify_dyn_pkg_mj_per_op__n,verify_dyn_pkg_mj_per_op__mean,verify_dyn_pkg_mj_per_op__sd,verify_dyn_pkg_mj_per_op__ci95,verify_dyn_pkg_mj_per_op__cv_pct,sign_dyn_cores_mj_per_op__n,sign_dyn_cores_mj_per_op__mean,sign_dyn_cores_mj_per_op__sd,sign_dyn_cores_mj_per_op__ci95,sign_dyn_cores_mj_per_op__cv_pct,verify_dyn_cores_mj_per_op__n,verify_dyn_cores_mj_per_op__mean,verify_dyn_cores_mj_per_op__sd,verify_dyn_cores_mj_per_op__ci95,verify_dyn_cores_mj_per_op__cv_pct
dilithium-Dilithium3,20,20,5459.1505,8.57127176892911,4.011478669199084,0.15700742760121947,20,14325.0065,18.013782523098087,8.43070973492509,0.12575060627789655,20,0.6342000000000001,0.008538457891088699,0.003996121301639269,1.3463352083078992,20,0.24135,0.0027390932037715298,0.0012819350798919404,1.1349049943118001,20,0.6214500000000001,0.002211810403980844,0.0010351591333324745,0.35591124048287776,20,0.23714999999999997,0.0015312533566021196,0.0007166486307686349,0.6456897982720302
ecdsa-P-384,20,20,898.517,0.6639364268869095,0.31073181273003253,0.07389247247263095,20,1025.6785,0.8054830195211097,0.37697765726248844,0.07853172505040416,20,3.8384500000000004,0.036009465129981724,0.016852948448306825,0.9381251580711413,20,3.3088,0.0539810883063397,0.025263927001592287,1.631440047943052,20,3.74265,0.009493903861231966,0.004443283780222164,0.2536679588321635,20,3.24655,0.03240772325103676,0.015167281360754667,0.9982203647267641
rsa-7680,20,20,16.0595,0.014680814547887439,0.006870832706390311,0.0914151408691892,20,2559.447,1.4729387024084006,0.6893565325005793,0.05754909956753941,20,182.741,4.269037929335518,1.9979712524820417,2.3361139149591597,20,1.1224,0.01889416506978305,0.0088427414499343,1.683371798804619,20,177.1356,3.3551561011609983,1.5702613911310022,1.8941173322364324,20,1.0897000000000001,0.013314416405180022,0.006231338690697833,1.221842379111684
sphincs-SPHINCS+-SHA2-192f-simple,20,20,44.5735,0.025188761069384252,0.011788703060340794,0.056510619694177595,20,630.1279999999999,0.9549130574918279,0.4469130677846586,0.15154271155889404,20,71.89829999999999,1.0636058876343828,0.4977828781659266,1.479319938905903,20,5.05415,0.07042971487122533,0.03296212119977999,1.3935026635779575,20,69.94829999999999,0.48497825236102776,0.22697680890531144,0.6933381545527594,20,4.87695,0.024485172742100988,0.01145941358698334,0.50205913003211
sphincs-SPHINCS+-SHA2-192s-simple,20,20,1.98,0.0,0.0,0.0,20,1566.7414999999999,0.9255682465098608,0.43317927349142893,0.05907600242349238,20,1628.51015,33.27338838562321,15.572425114876554,2.043179674724361,20,2.05715,0.04377006306886738,0.020485020086137964,2.127704011319903,20,1584.97995,16.772342250750686,7.84969780275665,1.058205326240921,20,1.9898,0.02129146110039121,0.009964710528712183,1.0700302090858986
